,Solar,Wind Offshore,Wind Onshore,Forecasted Load,Actual Load
2016-03-01 00:00:00+01:00,0.0,14.0,55.0,12378.0,11595.0
2016-03-01 00:15:00+01:00,0.0,13.0,46.0,12210.0,11398.0
2016-03-01 00:30:00+01:00,0.0,12.0,40.0,12043.0,11233.0
2016-03-01 00:45:00+01:00,0.0,12.0,38.0,11828.0,11076.0
2016-03-01 01:00:00+01:00,0.0,20.0,128.0,11641.0,10967.0
2016-03-01 01:15:00+01:00,0.0,21.0,123.0,11508.0,10884.0
2016-03-01 01:30:00+01:00,0.0,22.0,125.0,11438.0,10785.0
2016-03-01 01:45:00+01:00,0.0,23.0,129.0,11384.0,10683.0
2016-03-01 02:00:00+01:00,0.0,23.0,133.0,11293.0,10637.0
2016-03-01 02:15:00+01:00,0.0,25.0,136.0,11234.0,10625.0
2016-03-01 02:30:00+01:00,0.0,26.0,139.0,11200.0,10626.0
2016-03-01 02:45:00+01:00,0.0,27.0,143.0,11164.0,10608.0
2016-03-01 03:00:00+01:00,0.0,28.0,148.0,11150.0,10570.0
2016-03-01 03:15:00+01:00,0.0,32.0,158.0,11147.0,10567.0
2016-03-01 03:30:00+01:00,0.0,37.0,179.0,11150.0,10555.0
2016-03-01 03:45:00+01:00,0.0,42.0,196.0,11154.0,10592.0
2016-03-01 04:00:00+01:00,0.0,47.0,217.0,11178.0,10637.0
2016-03-01 04:15:00+01:00,0.0,52.0,241.0,11226.0,10605.0
2016-03-01 04:30:00+01:00,0.0,56.0,268.0,11305.0,10669.0
2016-03-01 04:45:00+01:00,0.0,61.0,295.0,11376.0,10778.0
2016-03-01 05:00:00+01:00,0.0,65.0,324.0,11462.0,10949.0
2016-03-01 05:15:00+01:00,0.0,69.0,345.0,11607.0,11067.0
2016-03-01 05:30:00+01:00,0.0,73.0,361.0,11809.0,11310.0
2016-03-01 05:45:00+01:00,0.0,77.0,378.0,12074.0,11552.0
2016-03-01 06:00:00+01:00,0.0,80.0,392.0,12480.0,11996.0
2016-03-01 06:15:00+01:00,0.0,88.0,428.0,13018.0,12469.0
2016-03-01 06:30:00+01:00,0.0,98.0,481.0,13536.0,12987.0
2016-03-01 06:45:00+01:00,0.0,108.0,539.0,14040.0,13477.0
2016-03-01 07:00:00+01:00,0.0,119.0,593.0,14536.0,14105.0
2016-03-01 07:15:00+01:00,3.0,125.0,628.0,15252.0,14461.0
2016-03-01 07:30:00+01:00,8.0,127.0,643.0,15882.0,14851.0
2016-03-01 07:45:00+01:00,13.0,129.0,659.0,16315.0,15291.0
2016-03-01 08:00:00+01:00,19.0,131.0,673.0,16616.0,15581.0
2016-03-01 08:15:00+01:00,33.0,133.0,688.0,16858.0,15849.0
2016-03-01 08:30:00+01:00,55.0,136.0,703.0,17208.0,16123.0
2016-03-01 08:45:00+01:00,78.0,138.0,719.0,17446.0,16352.0
2016-03-01 09:00:00+01:00,101.0,140.0,736.0,17674.0,16522.0
2016-03-01 09:15:00+01:00,117.0,143.0,765.0,17823.0,16615.0
2016-03-01 09:30:00+01:00,126.0,148.0,808.0,17859.0,16665.0
2016-03-01 09:45:00+01:00,136.0,153.0,850.0,17853.0,16701.0
2016-03-01 10:00:00+01:00,145.0,158.0,894.0,17749.0,16663.0
2016-03-01 10:15:00+01:00,149.0,163.0,936.0,17649.0,16734.0
2016-03-01 10:30:00+01:00,148.0,168.0,980.0,17695.0,16757.0
2016-03-01 10:45:00+01:00,146.0,174.0,1024.0,17777.0,16784.0
2016-03-01 11:00:00+01:00,145.0,179.0,1067.0,17780.0,16827.0
2016-03-01 11:15:00+01:00,140.0,184.0,1115.0,17718.0,16854.0
2016-03-01 11:30:00+01:00,131.0,188.0,1168.0,17685.0,15197.0
2016-03-01 11:45:00+01:00,123.0,193.0,1218.0,17665.0,16839.0
2016-03-01 12:00:00+01:00,114.0,198.0,1271.0,17690.0,16793.0
2016-03-01 12:15:00+01:00,106.0,203.0,1319.0,17629.0,16740.0
2016-03-01 12:30:00+01:00,100.0,207.0,1364.0,17511.0,16678.0
2016-03-01 12:45:00+01:00,93.0,212.0,1408.0,17333.0,16714.0
2016-03-01 13:00:00+01:00,86.0,217.0,1456.0,17433.0,16805.0
2016-03-01 13:15:00+01:00,79.0,221.0,1496.0,17572.0,16867.0
2016-03-01 13:30:00+01:00,72.0,223.0,1533.0,17636.0,16891.0
2016-03-01 13:45:00+01:00,66.0,225.0,1569.0,17481.0,16878.0
2016-03-01 14:00:00+01:00,59.0,228.0,1607.0,17417.0,16899.0
2016-03-01 14:15:00+01:00,52.0,230.0,1635.0,17492.0,16909.0
2016-03-01 14:30:00+01:00,47.0,231.0,1658.0,17466.0,16868.0
2016-03-01 14:45:00+01:00,41.0,232.0,1683.0,14260.0,16891.0
2016-03-01 15:00:00+01:00,35.0,233.0,1705.0,17384.0,16847.0
2016-03-01 15:15:00+01:00,31.0,234.0,1724.0,17445.0,16878.0
2016-03-01 15:30:00+01:00,28.0,234.0,1740.0,17432.0,16876.0
2016-03-01 15:45:00+01:00,25.0,234.0,1752.0,17513.0,16927.0
2016-03-01 16:00:00+01:00,22.0,234.0,1766.0,17561.0,16917.0
2016-03-01 16:15:00+01:00,19.0,234.0,1767.0,17622.0,16931.0
2016-03-01 16:30:00+01:00,17.0,232.0,1752.0,17723.0,16972.0
2016-03-01 16:45:00+01:00,15.0,231.0,1737.0,17717.0,17080.0
2016-03-01 17:00:00+01:00,12.0,229.0,1723.0,17768.0,17022.0
2016-03-01 17:15:00+01:00,10.0,227.0,1707.0,17589.0,17067.0
2016-03-01 17:30:00+01:00,8.0,224.0,1691.0,17627.0,17040.0
2016-03-01 17:45:00+01:00,7.0,221.0,1674.0,17693.0,17016.0
2016-03-01 18:00:00+01:00,5.0,219.0,1659.0,17710.0,16755.0
2016-03-01 18:15:00+01:00,4.0,215.0,1643.0,17409.0,16732.0
2016-03-01 18:30:00+01:00,3.0,210.0,1626.0,17414.0,16901.0
2016-03-01 18:45:00+01:00,2.0,206.0,1609.0,17398.0,16948.0
2016-03-01 19:00:00+01:00,1.0,201.0,1593.0,17400.0,16788.0
2016-03-01 19:15:00+01:00,0.0,198.0,1573.0,17254.0,16665.0
